Value	Percentile
1.52324642052095e-05	0
1.56924150281315e-05	4.19938688951413e-05
3.02093922470435e-05	8.39877377902826e-05
3.04280446483309e-05	0.000125981606685424
7.18877242668857e-05	0.000167975475580565
9.84954462520421e-05	0.000209969344475707
0.000118907715536368	0.000251963213370848
0.000129879327484508	0.000293957082265989
0.00018510545310156	0.00033595095116113
0.000189545996287284	0.000377944820056272
0.000193883637450201	0.000419938688951413
0.000201571123867892	0.000461932557846554
0.000217971604483066	0.000503926426741696
0.000230083326614955	0.000545920295636837
0.000233900520103387	0.000587914164531978
0.000235310778295767	0.00062990803342712
0.000253537523058746	0.000671901902322261
0.000261061276892256	0.000713895771217402
0.000282035537831362	0.000755889640112544
0.000294836497785439	0.000797883509007685
0.000309184284149464	0.000839877377902826
0.000309520060608518	0.000881871246797967
0.000324319571151182	0.000923865115693109
0.000326404001591187	0.00096585898458825
0.000346878933469661	0.00100785285348339
0.000347036913193072	0.00104984672237853
0.0003477096988102	0.00109184059127367
0.000357427090752755	0.00113383446016882
0.000369652639358622	0.00117582832906396
0.000379986022196186	0.0012178221979591
0.000387673365634751	0.00125981606685424
0.000389242910158443	0.00130180993574938
0.000394338541170232	0.00134380380464452
0.000406002921600687	0.00138579767353966
0.000413328719445735	0.0014277915424348
0.000421972533214964	0.00146978541132995
0.000434746748047047	0.00151177928022509
0.000439826422319244	0.00155377314912023
0.000468700017986142	0.00159576701801537
0.000486202215735849	0.00163776088691051
0.000498421768524928	0.00167975475580565
0.000500877975877708	0.00172174862470079
0.000517736936100179	0.00176374249359593
0.000523260102472408	0.00180573636249108
0.000525926228388358	0.00184773023138622
0.000526512867335727	0.00188972410028136
0.000535534832439127	0.0019317179691765
0.000542565810642228	0.00197371183807164
0.000544451548204436	0.00201570570696678
0.000545294788420061	0.00205769957586192
0.00054662973070983	0.00209969344475707
0.000561250488443892	0.00214168731365221
0.000567824372019791	0.00218368118254735
0.000570880528610327	0.00222567505144249
0.000574820127953505	0.00226766892033763
0.000593930894576014	0.00230966278923277
0.000595608339283072	0.00235165665812791
0.00059818964608946	0.00239365052702305
0.000602628972530191	0.0024356443959182
0.00060321852533302	0.00247763826481334
0.000606428946041478	0.00251963213370848
0.000609351342267744	0.00256162600260362
0.000610256433544985	0.00260361987149876
0.000614187951636632	0.0026456137403939
0.000622802476549817	0.00268760760928904
0.000667525315661171	0.00272960147818419
0.000671132628584118	0.00277159534707933
0.000674367613043653	0.00281358921597447
0.00067949662538891	0.00285558308486961
0.000688507621667649	0.00289757695376475
0.000691892167944322	0.00293957082265989
0.000716301577626868	0.00298156469155503
0.000743420033644642	0.00302355856045017
0.000756963340785544	0.00306555242934532
0.000759323299710478	0.00310754629824046
0.000783975317900894	0.0031495401671356
0.000786470813023526	0.00319153403603074
0.000788806290714099	0.00323352790492588
0.000792796462963366	0.00327552177382102
0.000815727523944904	0.00331751564271616
0.00082048592521588	0.0033595095116113
0.000845863640121895	0.00340150338050645
0.000847109895858756	0.00344349724940159
0.000847959738340881	0.00348549111829673
0.000873490299580933	0.00352748498719187
0.000880341335056926	0.00356947885608701
0.000882939841344577	0.00361147272498215
0.00088461906326958	0.00365346659387729
0.000885157188912093	0.00369546046277244
0.000887091334883528	0.00373745433166758
0.000887092478372627	0.00377944820056272
0.000902323388337476	0.00382144206945786
0.000902529118119792	0.003863435938353
0.000910440454181753	0.00390542980724814
0.000913596828369878	0.00394742367614328
0.000923637026858474	0.00398941754503842
0.000936247047726794	0.00403141141393357
0.000961657285377717	0.00407340528282871
0.000995722759257979	0.00411539915172385
0.00105056319440908	0.00415739302061899
0.00107745203834943	0.00419938688951413
0.0010897289075453	0.00424138075840927
0.0011049713443937	0.00428337462730441
0.00112585715050772	0.00432536849619955
0.00115398848853633	0.0043673623650947
0.00116594168101813	0.00440935623398984
0.00117562807090116	0.00445135010288498
0.00117597205523523	0.00449334397178012
0.00119237409259276	0.00453533784067526
0.00119900631939345	0.0045773317095704
0.0012218860557972	0.00461932557846554
0.00122517790131215	0.00466131944736069
0.00124003434615869	0.00470331331625583
0.0012403401103711	0.00474530718515097
0.00124063322289628	0.00478730105404611
0.00125025340725317	0.00482929492294125
0.00125210149717063	0.00487128879183639
0.00126519807876663	0.00491328266073153
0.00127129467855903	0.00495527652962667
0.00128721905422474	0.00499727039852182
0.00131340779284862	0.00503926426741696
0.00131734904267466	0.0050812581363121
0.0013256582770647	0.00512325200520724
0.0013347297148088	0.00516524587410238
0.00133757749634245	0.00520723974299752
0.00134543667958131	0.00524923361189266
0.00135976487513738	0.00529122748078781
0.00136392815894332	0.00533322134968295
0.00137244077032578	0.00537521521857809
0.00139142508701968	0.00541720908747323
0.00141983306323313	0.00545920295636837
0.00144308730441295	0.00550119682526351
0.00145649356356338	0.00554319069415865
0.00146748704264094	0.00558518456305379
0.00147917065764451	0.00562717843194894
0.00149140258082624	0.00566917230084408
0.00149539058626195	0.00571116616973922
0.00151071826129378	0.00575316003863436
0.00151112750005239	0.0057951539075295
0.00152188687183568	0.00583714777642464
0.00153281603659217	0.00587914164531978
0.00153741915002252	0.00592113551421492
0.00153821675991658	0.00596312938311007
0.00156108622360113	0.00600512325200521
0.0015622295163283	0.00604711712090035
0.00156998481773272	0.00608911098979549
0.00158348627169275	0.00613110485869063
0.00158403411697619	0.00617309872758577
0.00158934526121935	0.00621509259648091
0.00159553219760118	0.00625708646537605
0.00159899799058453	0.0062990803342712
0.00160084507441404	0.00634107420316634
0.00161232384641419	0.00638306807206148
0.00161238730262426	0.00642506194095662
0.00163428080881273	0.00646705580985176
0.00163887259799927	0.0065090496787469
